FID,PROVINSI,KECAMATAN,DESA,KABKOT
281,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,NACA,ACEH SELATAN
282,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,IE JEUREUNEH,ACEH SELATAN
283,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,KRUNG LUAS,ACEH SELATAN
284,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,UPT I SNB PUSAKA,ACEH SELATAN
285,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,UPT III COT BAYU,ACEH SELATAN
286,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,LHOK RAYA(EX.UPTIV),ACEH SELATAN
287,NANGGROE ACEH DARUSSALAM,BAKONGAN,UJUNG MANGKI,ACEH SELATAN
288,NANGGROE ACEH DARUSSALAM,BAKONGAN,KEUDE BAKONGAN,ACEH SELATAN
289,NANGGROE ACEH DARUSSALAM,BAKONGAN,KAMPUNG BARU,ACEH SELATAN
290,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,LAWE SAWAH,ACEH SELATAN
291,NANGGROE ACEH DARUSSALAM,BAKONGAN,SENEUBOK ALUR BULAH,ACEH SELATAN
292,NANGGROE ACEH DARUSSALAM,BAKONGAN,UJUNG TANOH,ACEH SELATAN
293,NANGGROE ACEH DARUSSALAM,BAKONGAN,UJUNG GUNUNG CUT,ACEH SELATAN
294,NANGGROE ACEH DARUSSALAM,BAKONGAN,UJUNG PADANG,ACEH SELATAN
295,NANGGROE ACEH DARUSSALAM,BAKONGAN,KMP DRIEN,ACEH SELATAN
296,NANGGROE ACEH DARUSSALAM,BAKONGAN,BUKIT GADING,ACEH SELATAN
297,NANGGROE ACEH DARUSSALAM,BAKONGAN,RAMBONG,ACEH SELATAN
298,NANGGROE ACEH DARUSSALAM,BAKONGAN,SEUNEBOK KERANJI,ACEH SELATAN
299,NANGGROE ACEH DARUSSALAM,BAKONGAN,UJUNG GUNONG RAYEK,ACEH SELATAN
300,NANGGROE ACEH DARUSSALAM,BAKONGAN,BEUTONG,ACEH SELATAN
301,NANGGROE ACEH DARUSSALAM,BAKONGAN,JAMBO KEUPOK,ACEH SELATAN
302,NANGGROE ACEH DARUSSALAM,BAKONGAN,ALUR DUA MAS,ACEH SELATAN
303,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,UJUNG PULO CUT,ACEH SELATAN
304,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,PASI SEUBADEH,ACEH SELATAN
305,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,UJUNG PULO RAYEUK,ACEH SELATAN
306,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,LADANG RIMBA,ACEH SELATAN
307,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,SIMPANG,ACEH SELATAN
308,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,SAWAH TINGKEUM,ACEH SELATAN
309,NANGGROE ACEH DARUSSALAM,BAKONGAN TIMUR,SEULEUKAT,ACEH SELATAN
310,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,PASI LEMBANG,ACEH SELATAN
311,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,UJUNG PADANG,ACEH SELATAN
312,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,INDRA DAMAI,ACEH SELATAN
313,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,SUAQ BAKONG,ACEH SELATAN
314,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,BARAT DAYA,ACEH SELATAN
315,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,SIALANG,ACEH SELATAN
316,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,KAPEH,ACEH SELATAN
317,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,PULO IE,ACEH SELATAN
318,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,JUA,ACEH SELATAN
319,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,PASI MERAPAT,ACEH SELATAN
320,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,UJUNG,ACEH SELATAN
321,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,LUAR,ACEH SELATAN
322,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,KEDAI KANDANG,ACEH SELATAN
323,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,RANTAU BINUANG,ACEH SELATAN
324,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,UJUNG PASIR,ACEH SELATAN
325,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,GELUMBUK,ACEH SELATAN
326,NANGGROE ACEH DARUSSALAM,KLUET SELATAN,KEDAI RUNDING,ACEH SELATAN
327,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,SAPIK,ACEH SELATAN
328,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,DURIAN KAWAN,ACEH SELATAN
329,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,ALAI,ACEH SELATAN
330,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,PAYA DAPUR,ACEH SELATAN
331,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,PUCUK LEMBANG,ACEH SELATAN
332,NANGGROE ACEH DARUSSALAM,KLUET TIMUR,LAWE BULUH DIDI,ACEH SELATAN
333,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KEDAI PADANG,ACEH SELATAN
334,NANGGROE ACEH DARUSSALAM,KLUET UTARA,PASI KUALA BAU,ACEH SELATAN
335,NANGGROE ACEH DARUSSALAM,KLUET UTARA,SUAQ GERINGGENG,ACEH SELATAN
336,NANGGROE ACEH DARUSSALAM,KLUET UTARA,SIMPANG LHEE,ACEH SELATAN
337,NANGGROE ACEH DARUSSALAM,KLUET UTARA,SIMPANG EMPAT,ACEH SELATAN
338,NANGGROE ACEH DARUSSALAM,KLUET UTARA,JAMBO MANYANG,ACEH SELATAN
339,NANGGROE ACEH DARUSSALAM,KLUET UTARA,LIMAU PURUT,ACEH SELATAN
340,NANGGROE ACEH DARUSSALAM,KLUET UTARA,PULO KAMBING,ACEH SELATAN
341,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KAMPUNG PAYA,ACEH SELATAN
342,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KRUENG BATU,ACEH SELATAN
343,NANGGROE ACEH DARUSSALAM,KLUET UTARA,GUNONG PULO,ACEH SELATAN
344,NANGGROE ACEH DARUSSALAM,KLUET UTARA,PULO IE I,ACEH SELATAN
345,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KRUENG BATEE,ACEH SELATAN
346,NANGGROE ACEH DARUSSALAM,KLUET UTARA,PASI KUALA ASAHAN,ACEH SELATAN
347,NANGGROE ACEH DARUSSALAM,KLUET UTARA,FAJAR HARAPAN,ACEH SELATAN
348,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KRUENG KLUET,ACEH SELATAN
349,NANGGROE ACEH DARUSSALAM,KLUET UTARA,ALUR MAS,ACEH SELATAN
350,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KAMPUNG TINGGI,ACEH SELATAN
351,NANGGROE ACEH DARUSSALAM,KLUET UTARA,KAMPUNG RUAK,ACEH SELATAN
352,NANGGROE ACEH DARUSSALAM,PASIERAJA,UJUNG PADANG ASAHAN,ACEH SELATAN
353,NANGGROE ACEH DARUSSALAM,PASIERAJA,PULO IE II,ACEH SELATAN
354,NANGGROE ACEH DARUSSALAM,PASIERAJA,IE MIRAH,ACEH SELATAN
355,NANGGROE ACEH DARUSSALAM,PASIERAJA,UJUNG PADANG RASIAN,ACEH SELATAN
356,NANGGROE ACEH DARUSSALAM,PASIERAJA,PASI RASIAN,ACEH SELATAN
357,NANGGROE ACEH DARUSSALAM,PASIERAJA,TEUPIN GAJAH,ACEH SELATAN
358,NANGGROE ACEH DARUSSALAM,PASIERAJA,KAMPUNG BARO,ACEH SELATAN
359,NANGGROE ACEH DARUSSALAM,PASIERAJA,KRUENG KELEE,ACEH SELATAN
360,NANGGROE ACEH DARUSSALAM,PASIERAJA,LHOK SIALANG RAYEUK,ACEH SELATAN
361,NANGGROE ACEH DARUSSALAM,PASIERAJA,LHOK SIALANG CUT,ACEH SELATAN
362,NANGGROE ACEH DARUSSALAM,PASIERAJA,PAYATEUK,ACEH SELATAN
363,NANGGROE ACEH DARUSSALAM,PASIERAJA,SILOLO,ACEH SELATAN
364,NANGGROE ACEH DARUSSALAM,PASIERAJA,KAMPUNG BARU,ACEH SELATAN
365,NANGGROE ACEH DARUSSALAM,PASIERAJA,SI NEUBOK,ACEH SELATAN
366,NANGGROE ACEH DARUSSALAM,PASIERAJA,LADANG TUHA,ACEH SELATAN
367,NANGGROE ACEH DARUSSALAM,PASIERAJA,PANTON BILI,ACEH SELATAN
368,NANGGROE ACEH DARUSSALAM,PASIERAJA,LADANG TEUNGOH,ACEH SELATAN
369,NANGGROE ACEH DARUSSALAM,PASIERAJA,PUCUK KRUENG,ACEH SELATAN
370,NANGGROE ACEH DARUSSALAM,PASIERAJA,MATA IE,ACEH SELATAN
371,NANGGROE ACEH DARUSSALAM,PASIERAJA,UJUNG BATU,ACEH SELATAN
372,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,JAMBO PAPAN,ACEH SELATAN
373,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,KOTO INDARUNG,ACEH SELATAN
374,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,SIURAI URAI,ACEH SELATAN
375,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,MALAKA,ACEH SELATAN
376,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,LAWE MELANG,ACEH SELATAN
377,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,KOTO,ACEH SELATAN
378,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,KAMPUNG SAWAH,ACEH SELATAN
379,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,KAMPUNG PADANG,ACEH SELATAN
380,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,PULO AIR,ACEH SELATAN
381,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,MERSAK,ACEH SELATAN
382,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,SIMPANG DUA,ACEH SELATAN
383,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,SIMPANG TIGA,ACEH SELATAN
384,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,GUNUNG KERAMBIL,ACEH SELATAN
385,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,AIR BERUDANG,ACEH SELATAN
386,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,LHOK KETAPANG,ACEH SELATAN
387,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,HILIR,ACEH SELATAN
388,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,PASAR,ACEH SELATAN
389,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,PADANG,ACEH SELATAN
390,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,TEPI AIR,ACEH SELATAN
391,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,HULU,ACEH SELATAN
392,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,JAMBO APHA,ACEH SELATAN
393,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,LHOK BENGKUANG,ACEH SELATAN
394,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,BATU ITAM,ACEH SELATAN
395,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,PANJUPIAN,ACEH SELATAN
396,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,LHOK RUKAM,ACEH SELATAN
397,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,AIR PINANG,ACEH SELATAN
398,NANGGROE ACEH DARUSSALAM,TAPAKTUAN,PANTON LUAS,ACEH SELATAN
399,NANGGROE ACEH DARUSSALAM,SAMADUA,UJUNG TANAH,ACEH SELATAN
400,NANGGROE ACEH DARUSSALAM,SAMADUA,PAYONAN GADANG,ACEH SELATAN
401,NANGGROE ACEH DARUSSALAM,SAMADUA,LUBUK LAYU,ACEH SELATAN
402,NANGGROE ACEH DARUSSALAM,SAMADUA,SUAQ HULU,ACEH SELATAN
403,NANGGROE ACEH DARUSSALAM,SAMADUA,LUAR,ACEH SELATAN
404,NANGGROE ACEH DARUSSALAM,SAMADUA,TAMPANG,ACEH SELATAN
405,NANGGROE ACEH DARUSSALAM,SAMADUA,JILATANG,ACEH SELATAN
406,NANGGROE ACEH DARUSSALAM,SAMADUA,UJUNG KAMPUNG,ACEH SELATAN
407,NANGGROE ACEH DARUSSALAM,SAMADUA,AIR SIALANG HULU,ACEH SELATAN
408,NANGGROE ACEH DARUSSALAM,SAMADUA,AIR SIALANG TENGAH,ACEH SELATAN
409,NANGGROE ACEH DARUSSALAM,SAMADUA,AIR SIALANG HILIR,ACEH SELATAN
410,NANGGROE ACEH DARUSSALAM,SAMADUA,SUBARANG,ACEH SELATAN
411,NANGGROE ACEH DARUSSALAM,SAMADUA,GUNUNG KETEK,ACEH SELATAN
412,NANGGROE ACEH DARUSSALAM,SAMADUA,KOTA BARU,ACEH SELATAN
413,NANGGROE ACEH DARUSSALAM,SAMADUA,MADAT,ACEH SELATAN
414,NANGGROE ACEH DARUSSALAM,SAMADUA,DALAM,ACEH SELATAN
415,NANGGROE ACEH DARUSSALAM,SAMADUA,TENGAH,ACEH SELATAN
416,NANGGROE ACEH DARUSSALAM,SAMADUA,BALAI,ACEH SELATAN
417,NANGGROE ACEH DARUSSALAM,SAMADUA,BARU,ACEH SELATAN
418,NANGGROE ACEH DARUSSALAM,SAMADUA,GADANG,ACEH SELATAN
419,NANGGROE ACEH DARUSSALAM,SAMADUA,LADANG KASIK PUTIH,ACEH SELATAN
420,NANGGROE ACEH DARUSSALAM,SAMADUA,LADANG PANTON LUAS,ACEH SELATAN
421,NANGGROE ACEH DARUSSALAM,SAMADUA,ALUR SIMERAH,ACEH SELATAN
422,NANGGROE ACEH DARUSSALAM,SAMADUA,ALUR PINANG,ACEH SELATAN
423,NANGGROE ACEH DARUSSALAM,SAMADUA,GUNUNG CUT,ACEH SELATAN
424,NANGGROE ACEH DARUSSALAM,SAMADUA,KUTA BLANG,ACEH SELATAN
425,NANGGROE ACEH DARUSSALAM,SAMADUA,BATEE TUNGGAI,ACEH SELATAN
426,NANGGROE ACEH DARUSSALAM,SAMADUA,ARAFAH,ACEH SELATAN
427,NANGGROE ACEH DARUSSALAM,SAWANG,SAWANG BAU,ACEH SELATAN
428,NANGGROE ACEH DARUSSALAM,SAWANG,UJUNG PADANG,ACEH SELATAN
429,NANGGROE ACEH DARUSSALAM,SAWANG,KUTA BARO,ACEH SELATAN
430,NANGGROE ACEH DARUSSALAM,SAWANG,SIMPANG III,ACEH SELATAN
431,NANGGROE ACEH DARUSSALAM,SAWANG,BLANG GELINGGANG,ACEH SELATAN
432,NANGGROE ACEH DARUSSALAM,SAWANG,MEULIGO,ACEH SELATAN
433,NANGGROE ACEH DARUSSALAM,SAWANG,SAWANG I,ACEH SELATAN
434,NANGGROE ACEH DARUSSALAM,SAWANG,SAWANG II,ACEH SELATAN
435,NANGGROE ACEH DARUSSALAM,SAWANG,UJUNG KARANG,ACEH SELATAN
436,NANGGROE ACEH DARUSSALAM,SAWANG,LHOK PAWOH,ACEH SELATAN
437,NANGGROE ACEH DARUSSALAM,SAWANG,PANTON LUAS,ACEH SELATAN
438,NANGGROE ACEH DARUSSALAM,SAWANG,TRIENG MEUDURO TUNONG,ACEH SELATAN
439,NANGGROE ACEH DARUSSALAM,SAWANG,TRIENG MEUDURO BAROH,ACEH SELATAN
440,NANGGROE ACEH DARUSSALAM,SAWANG,SIKULAT,ACEH SELATAN
441,NANGGROE ACEH DARUSSALAM,SAWANG,MUTIARA,ACEH SELATAN
442,NANGGROE ACEH DARUSSALAM,MEUKEK,ALUE MEUTUAH,ACEH SELATAN
443,NANGGROE ACEH DARUSSALAM,MEUKEK,LHOK AMAN,ACEH SELATAN
444,NANGGROE ACEH DARUSSALAM,MEUKEK,LADANG BARO,ACEH SELATAN
445,NANGGROE ACEH DARUSSALAM,MEUKEK,LABUHAN TAROK,ACEH SELATAN
446,NANGGROE ACEH DARUSSALAM,MEUKEK,TANJUNG HARAPAN,ACEH SELATAN
447,NANGGROE ACEH DARUSSALAM,MEUKEK,KUTA BARO,ACEH SELATAN
448,NANGGROE ACEH DARUSSALAM,MEUKEK,KEUDE MEUKEK,ACEH SELATAN
449,NANGGROE ACEH DARUSSALAM,MEUKEK,ARON TUNGGAI,ACEH SELATAN
450,NANGGROE ACEH DARUSSALAM,MEUKEK,BLANG BLADEH,ACEH SELATAN
451,NANGGROE ACEH DARUSSALAM,MEUKEK,BLANG TEUNGOH,ACEH SELATAN
452,NANGGROE ACEH DARUSSALAM,MEUKEK,IE BUBOH,ACEH SELATAN
453,NANGGROE ACEH DARUSSALAM,MEUKEK,KUTA BULOH II,ACEH SELATAN
454,NANGGROE ACEH DARUSSALAM,MEUKEK,DRIEN JALO,ACEH SELATAN
455,NANGGROE ACEH DARUSSALAM,MEUKEK,KUTA BULOH I,ACEH SELATAN
456,NANGGROE ACEH DARUSSALAM,MEUKEK,IE DINGEN,ACEH SELATAN
457,NANGGROE ACEH DARUSSALAM,MEUKEK,JAMBO PAPEUN,ACEH SELATAN
458,NANGGROE ACEH DARUSSALAM,MEUKEK,BUKET MEUH,ACEH SELATAN
459,NANGGROE ACEH DARUSSALAM,MEUKEK,ALUE BARO,ACEH SELATAN
460,NANGGROE ACEH DARUSSALAM,MEUKEK,ROT TEUNGOH,ACEH SELATAN
461,NANGGROE ACEH DARUSSALAM,MEUKEK,BLANG KUALA,ACEH SELATAN
462,NANGGROE ACEH DARUSSALAM,MEUKEK,LADANG TUHA,ACEH SELATAN
463,NANGGROE ACEH DARUSSALAM,MEUKEK,LHOK MAMPLAM,ACEH SELATAN
464,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,PADANG BARU,ACEH SELATAN
465,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,LEMBAH BARU,ACEH SELATAN
466,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,TENGAH BARU,ACEH SELATAN
467,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,PAWOH,ACEH SELATAN
468,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,APHA,ACEH SELATAN
469,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,PASAR LAMA,ACEH SELATAN
470,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,PADANG BAKAU,ACEH SELATAN
471,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,BAKAU HULU,ACEH SELATAN
472,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,MANGGIS HARAPAN,ACEH SELATAN
473,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,UJUNG BATU,ACEH SELATAN
474,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,DALAM,ACEH SELATAN
475,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,KOTA PALAK,ACEH SELATAN
476,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,CACANG,ACEH SELATAN
477,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,TENGAH PISANG,ACEH SELATAN
478,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,PISANG,ACEH SELATAN
479,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,PISANG,ACEH SELATAN
480,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI,HULU PISANG,ACEH SELATAN
481,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,KEUMUMU HILIR,ACEH SELATAN
482,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,PAYA PEULUMAT,ACEH SELATAN
483,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,TENGAH PEULUMAT,ACEH SELATAN
484,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,PADANG PEULUMAT,ACEH SELATAN
485,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,LIMAU SARING,ACEH SELATAN
486,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,AUR PEULUMAT,ACEH SELATAN
487,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,KEUMUMU HULU,ACEH SELATAN
488,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,BEUTONG,ACEH SELATAN
489,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,PEUNALOP,ACEH SELATAN
490,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,GUNUNG ROTAN,ACEH SELATAN
491,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI TIMUR,KEUMUMU SEBERANG,ACEH SELATAN
492,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,PULO IE,ACEH SELATAN
493,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,SUAK LOKAN,ACEH SELATAN
494,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,IKU LHUNG,ACEH SELATAN
495,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,PANTE GEULIMA,ACEH SELATAN
496,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,BLANG BARU,ACEH SELATAN
497,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,BLANG POROH,ACEH SELATAN
498,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,KUTA IBOH,ACEH SELATAN
499,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,TUTONG,ACEH SELATAN
500,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,UJUNG PADANG,ACEH SELATAN
501,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,TENGAH IBOH,ACEH SELATAN
502,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,PEULOKAN,ACEH SELATAN
503,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,KUTA TRIENG,ACEH SELATAN
504,NANGGROE ACEH DARUSSALAM,LABUHAN HAJI BARAT,PANTON PAWOH,ACEH SELATAN
505,NANGGROE ACEH DARUSSALAM,KLUET TENGAH,ALUR KEJRUN,ACEH SELATAN
506,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,PINTO RIMBA,ACEH SELATAN
507,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,JAMBO DALEM,ACEH SELATAN
508,NANGGROE ACEH DARUSSALAM,TRUMON TIMUR,KAPAI SEUSAK,ACEH SELATAN
509,NANGGROE ACEH DARUSSALAM,LAUSER,SADE ATE,ACEH TENGGARA
510,NANGGROE ACEH DARUSSALAM,LAUSER,BUKIT BINTANG INDAH,ACEH TENGGARA
511,NANGGROE ACEH DARUSSALAM,BABUSSALAM,KUTA RIH,ACEH TENGGARA
512,NANGGROE ACEH DARUSSALAM,LAWE BULAN,PULONAS BARU,ACEH TENGGARA
513,NANGGROE ACEH DARUSSALAM,BABUSSALAM,BATU BULAN SEPAKAT,ACEH TENGGARA
514,NANGGROE ACEH DARUSSALAM,BABUSSALAM,TERUTUNG PEDI,ACEH TENGGARA
515,NANGGROE ACEH DARUSSALAM,BABUSSALAM,KAMPUNG RAJA,ACEH TENGGARA
516,NANGGROE ACEH DARUSSALAM,LAWE SUMUR,KISAM KUTE PASIR,ACEH TENGGARA
517,NANGGROE ACEH DARUSSALAM,BAMBEL,KUTE SERI,ACEH TENGGARA
518,NANGGROE ACEH DARUSSALAM,BAMBEL,LAWE HIJO AMPERA,ACEH TENGGARA
519,NANGGROE ACEH DARUSSALAM,BAMBEL,RIKIT,ACEH TENGGARA
520,NANGGROE ACEH DARUSSALAM,BAMBEL,KUTA BULUH,ACEH TENGGARA
521,NANGGROE ACEH DARUSSALAM,BAMBEL,KUNING I,ACEH TENGGARA
522,NANGGROE ACEH DARUSSALAM,LAWE BULAN,KUTE PANGGUH,ACEH TENGGARA
523,NANGGROE ACEH DARUSSALAM,LAWE BULAN,BAHAGIA,ACEH TENGGARA
524,NANGGROE ACEH DARUSSALAM,LAWE BULAN,KUTAMBARU,ACEH TENGGARA
525,NANGGROE ACEH DARUSSALAM,LAWE BULAN,LAWE SAGU HULU,ACEH TENGGARA
526,NANGGROE ACEH DARUSSALAM,LAWE BULAN,LAWE KULOK,ACEH TENGGARA
527,NANGGROE ACEH DARUSSALAM,DELENG POKHISEN,LAWE HAKHUM,ACEH TENGGARA
528,NANGGROE ACEH DARUSSALAM,DELENG POKHISEN,SALANG BARU,ACEH TENGGARA
529,NANGGROE ACEH DARUSSALAM,DELENG POKHISEN,KAMPUNG SEPAKAT,ACEH TENGGARA
530,NANGGROE ACEH DARUSSALAM,DELENG POKHISEN,KATI JEROH,ACEH TENGGARA
531,NANGGROE ACEH DARUSSALAM,DELENG POKHISEN,LAWE PANGKAT,ACEH TENGGARA
532,NANGGROE ACEH DARUSSALAM,LAWE ALAS,KUTA BATU I,ACEH TENGGARA
533,NANGGROE ACEH DARUSSALAM,LAWE ALAS,LAWE LUBANG INDAH,ACEH TENGGARA
534,NANGGROE ACEH DARUSSALAM,LAWE ALAS,MUARA BARU,ACEH TENGGARA
535,NANGGROE ACEH DARUSSALAM,LAWE ALAS,PAYA MUNJE,ACEH TENGGARA
536,NANGGROE ACEH DARUSSALAM,BADAR,SALANG ALAS,ACEH TENGGARA
537,NANGGROE ACEH DARUSSALAM,BADAR,LAWE BEKUNG,ACEH TENGGARA
538,NANGGROE ACEH DARUSSALAM,BADAR,PURWODADI,ACEH TENGGARA
539,NANGGROE ACEH DARUSSALAM,SEMADAM,LAWE BERINGIN HORAS,ACEH TENGGARA
540,NANGGROE ACEH DARUSSALAM,SEMADAM,SELAMAT INDAH,ACEH TENGGARA
541,NANGGROE ACEH DARUSSALAM,KETAMBE,BUKIT BARU,ACEH TENGGARA
542,NANGGROE ACEH DARUSSALAM,BUKIT TUSAM,ALUR BULUH,ACEH TENGGARA
543,NANGGROE ACEH DARUSSALAM,BUKIT TUSAM,KUTA LENGAT SELIAN,ACEH TENGGARA
544,NANGGROE ACEH DARUSSALAM,BUKIT TUSAM,KUTA LENGAT PAGAN,ACEH TENGGARA
545,NANGGROE ACEH DARUSSALAM,BUKIT TUSAM,LAWE DUA GAB,ACEH TENGGARA
546,NANGGROE ACEH DARUSSALAM,BUKIT TUSAM,REMA,ACEH TENGGARA
547,NANGGROE ACEH DARUSSALAM,TANOH ALAS,KUTE MEJILE,ACEH TENGGARA
548,NANGGROE ACEH DARUSSALAM,TANOH ALAS,SETAMBUL JAYA,ACEH TENGGARA
549,NANGGROE ACEH DARUSSALAM,BADAR,LAWE SEKERAH,ACEH TENGGARA
550,NANGGROE ACEH DARUSSALAM,LAWE BULAN,MBACANG RACUN,ACEH TENGGARA
551,NANGGROE ACEH DARUSSALAM,LAWE BULAN,KANDANG BELANG MANDIRI,ACEH TENGGARA
552,NANGGROE ACEH DARUSSALAM,LAWE BULAN,KUTE BULUH BOTONG,ACEH TENGGARA
553,NANGGROE ACEH DARUSSALAM,LAWE BULAN,PASIR PENJENGAKAN,ACEH TENGGARA
554,NANGGROE ACEH DARUSSALAM,LAWE BULAN,SIMPANG EMPAT,ACEH TENGGARA
555,NANGGROE ACEH DARUSSALAM,LAWE ALAS,KUTE BATU BARU,ACEH TENGGARA
556,NANGGROE ACEH DARUSSALAM,BABUSSALAM,KUTACANE LAMA,ACEH TENGGARA
557,NANGGROE ACEH DARUSSALAM,BABUSSALAM,GUMPANG JAYA,ACEH TENGGARA
